name,description,published,author,url,github_ind,github_url,downloads,stars,last_commit
permute,"A set of restricted permutation designs for freely exchangeable, line transects (time series), and spatial grid designs plus permutation of blocks (groups of samples) is provided. 'permute' also allows split-plot designs, in which the whole-plots or split-plots or both can be freely-exchangeable or one of the restricted designs. The 'permute' package is modelled after the permutation schemes of 'Canoco 3.1' (and later) by Cajo ter Braak.",2019-03-12,Gavin L. Simpson,https://github.com/gavinsimpson/permute,TRUE,https://github.com/gavinsimpson/permute,925401,10,1552244182
permutes,"Helps you determine the analysis window to use when analyzing densely-sampled
    time-series data, such as EEG data, using permutation testing (Maris & Oostenveld 2007)
    <doi:10.1016/j.jneumeth.2007.03.024>. These permutation tests can help identify the timepoints
    where significance of an effects begins and ends, and the results can be plotted in various
    types of heatmap for reporting.",2018-05-18,Cesko Voeten,NA,TRUE,https://github.com/cvoeten/permutes,1858,2,1526727386
personalized,"Provides functions for fitting and validation of models for subgroup
    identification and personalized medicine / precision medicine under the general subgroup
    identification framework of Chen et al. (2017) <doi:10.1111/biom.12676>.
    This package is intended for use for both randomized controlled trials and
    observational studies.",2019-02-07,Jared Huling  (<https://orcid.org/0000-0003-0670-4845>),"https://jaredhuling.github.io/personalized/,
https://arxiv.org/abs/1809.07905",TRUE,https://github.com/jaredhuling/personalized,7933,6,1549583318
petrinetR,"Functions for the construction of Petri Nets. Petri Nets can be replayed by firing enabled transitions.
     Silent transitions will be hidden by the execution handler. Also includes functionalities for the visualization of Petri Nets and
     export of Petri Nets to PNML (Petri Net Markup Language) files.",2019-03-08,Gert Janssenswillen,https://www.bupar.net,TRUE,https://github.com/gertjanssenswillen/petrinetr,8234,1,1552040581
petro.One,"Application that retrieves papers metadata from the OnePetro website.
    Thousands of papers on oil and gas live in OnePetro. By retrieving metadata 
    from the search queries, a summary of papers that match the
    query words, can be retrieved for further analysis and text mining. There 
    are some statistics and data mining provided such as word cloud plots, keywords 
    frequency, conversion to corpus document, and removal of common usage words.
    OnePetro link: <https://www.onepetro.org/>.",2019-01-13,Alfonso R. Reyes,https://github.com/f0nzie/petro.One,TRUE,https://github.com/f0nzie/petro.one,2979,2,1547361059
PGRdup,"Provides functions to aid the identification of probable/possible
    duplicates in Plant Genetic Resources (PGR) collections using
    'passport databases' comprising of information records of each constituent
    sample. These include methods for cleaning the data, creation of a
    searchable Key Word in Context (KWIC) index of keywords associated with
    sample records and the identification of nearly identical records with
    similar information by fuzzy, phonetic and semantic matching of keywords.",2018-01-13,J. Aravind  (0000-0002-4791-442X),"https://cran.r-project.org/package=PGRdup,
https://github.com/aravind-j/PGRdup,
https://doi.org/10.5281/zenodo.841963,
https://aravind-j.github.io/PGRdup/,
https://www.rdocumentation.org/packages/PGRdup",TRUE,https://github.com/aravind-j/pgrdup,11495,1,1534355913
pgsc,"Computes the generalized synthetic control estimator described in
    Powell (2017) <doi:10.7249/WR1142>.  Provides both point estimates, and hypothesis testing.",2018-10-28,Philip Barrett,https://github.com/philipbarrett/pgsc,TRUE,https://github.com/philipbarrett/pgsc,1093,1,1548436190
phangorn,"Package contains methods for estimation of phylogenetic trees and
    networks using Maximum Likelihood, Maximum Parsimony, distance methods and
    Hadamard conjugation. Allows to compare trees, models selection and offers
    visualizations for trees and split networks. ",2019-03-23,Klaus Schliep  (<https://orcid.org/0000-0003-2941-0161>),https://github.com/KlausVigo/phangorn,TRUE,https://github.com/klausvigo/phangorn,261049,78,1553987147
phaseR,"Performs a qualitative analysis
   of one and two dimensional autonomous ODE systems, using phase
   plane methods. Programs are available to identify and classify
   equilibrium points, plot the direction field, and plot trajectories
   for multiple initial conditions. In the one dimensional case, a 
   program is also available to plot the phase portrait. Whilst in the
   two dimensional case, programs are additionally available to plot 
   nullclines and stable/unstable manifolds of saddle points. Many 
   example systems are provided for the user.",2018-08-20,Michael J. Grayling,https://github.com/mjg211/phaseR,TRUE,https://github.com/mjg211/phaser,19848,2,1536005449
PHEindicatormethods,"Functions to calculate commonly used public health statistics and 
    their confidence intervals using methods approved for use in the production  
    of Public Health England indicators such as those presented via Fingertips 
    (<http://fingertips.phe.org.uk/>). It provides functions for the generation 
    of proportions, crude rates, means, directly standardised rates, indirectly 
    standardised rates and standardised mortality ratios. Statistical methods 
    are referenced in the following publications. 
    Breslow NE, Day NE (1987) <doi:10.1002/sim.4780080614>.
    Dobson et al (1991) <doi:10.1002/sim.4780100317>. 
    Armitage P, Berry G (2002) <doi:10.1002/9780470773666>.
    Wilson EB. (1927) <doi:10.1080/01621459.1927.10502953>.
    Altman DG et al (2000, ISBN: 978-0-727-91375-3).",2018-07-30,Anderson Georgina,NA,TRUE,https://github.com/publichealthengland/pheindicatormethods,1959,3,1553191237
phenocamapi,A bundle to facilitate working with PhenoCam timeseries and data.   The user would be able to obtain phenological time-series and site metadata from the PhenoCam network <https://phenocam.sr.unh.edu/webcam/>.,2019-03-19,Bijan Seyednasrollah,https://github.com/bnasr/phenocamapi/,TRUE,https://github.com/bnasr/phenocamapi,1307,1,1552969097
phenoCDM,"Using the Bayesian state-space approach, we developed a continuous development model to quantify dynamic incremental changes in the response variable. While the model was originally developed for daily changes in forest green-up, the model can be used to predict any similar process. The CDM can capture both timing and rate of nonlinear processes. Unlike statics methods, which aggregate variations into a single metric, our dynamic model tracks the changing impacts over time. The CDM accommodates nonlinear responses to variation in predictors, which changes throughout development. ",2018-05-02,Bijan Seyednasrollah,NA,TRUE,https://github.com/bnasr/phenocdm,2517,0,1541436983
phenofit,"
    The merits of 'TIMESAT' and 'phenopix' are adopted. Besides, a simple and 
    growing season dividing method and a practical snow elimination method 
    based on Whittaker were proposed. 7 curve fitting methods and 4 phenology 
    extraction methods were provided. Parameters boundary are considered for 
    every curve fitting methods according to their ecological meaning. 
    And 'optimx' is used to select best optimization method for different 
    curve fitting methods.",2019-02-18,Dongdong Kong,https://github.com/kongdd/phenofit,TRUE,https://github.com/kongdd/phenofit,360,8,1552447669
PhenotypeSimulator,"Simulation is a critical part of method development and assessment
    in quantitative genetics. 'PhenotypeSimulator' allows for the flexible 
    simulation of phenotypes under different models, including genetic variant 
    and  infinitesimal genetic effects (reflecting population structure) as well 
    as non-genetic covariate effects, observational noise and additional 
    correlation effects. The different phenotype components are combined into a 
    final phenotype while controlling for the proportion of variance explained 
    by each of the components. For each effect component, the number of 
    variables, their distribution and the design of their effect across traits 
    can be customised. For the simulation of the genetic effects, external 
    genotype data from a number of standard software ('plink', 'hapgen2'/
    'impute2', 'genome', 'bimbam', simple text files) can be imported. The final 
    simulated phenotypes and its components can be automatically saved into .rds 
    or .csv files. In addition, they can be saved in formats compatible with 
    commonly used genetic association software ('gemma', 'bimbam', 'plink', 
    'snptest', 'LiMMBo'). ",2018-10-25,Hannah Meyer  (<https://orcid.org/0000-0003-4564-0899>),https://github.com/HannahVMeyer/PhenotypeSimulator,TRUE,https://github.com/hannahvmeyer/phenotypesimulator,6548,9,1553605789
philentropy,"Computes 46 optimized distance and similarity measures for comparing probability functions (Drost (2018) <doi:10.21105/joss.00765>). These comparisons between probability functions have their foundations in a broad range of scientific disciplines from mathematics to ecology. The aim of this package is to provide a core framework for clustering, classification, statistical inference, goodness-of-fit, non-parametric statistics, information theory, and machine learning tasks that are based on comparing univariate or multivariate probability functions.",2019-02-13,Hajk-Georg Drost  (<https://orcid.org/0000-0002-1567-306X>),https://github.com/HajkD/philentropy,TRUE,https://github.com/hajkd/philentropy,14285,34,1550063345
